Company,Market,Region,Sector,Credit rating impact,COUNTRY_RISK_MARKET_RETURN,COUNTRY_RISK_PREMIUM,COUNTRY_RISK_RFR,EPS_GROWTH,GROSS_MARGIN,IS_INT_EXPENSE,OPER_MARGIN,RISK_PREMIUM,UNLEVERED_BETA,WACC,WACC_COST_DEBT,WACC_COST_EQUITY,Total E,Total S,Total G,EAQ,EFM,EWT,EHZ,EIM,SCR,SCW,SLB,SEW,SIM,GEX,GGV,GST,GTR
Jackson-Sheppard,Developed Markets,DM - Europe,Natural Resources,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,7.4415,0.0,6.0502,1.09,8.2375,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
Rivera-Sutton,Emerging Markets,EM - Americas,Utilities,0,17.3034,0.0,0.0,0.0,0.0,0.0,0.0,18.9618,0.0,9.3151,1.3174,20.0401,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
"Odom, Duncan and Adams",Emerging Markets,EM - Americas,Natural Resources,1,13.1911,,,10.08,16.3171,30.543,-52.8508,7.8171,,9.5917,7.2447,12.6052,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Adams-Thompson,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,11.3137,0.0,7.1192,1.0992,12.1097,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Robinson, Hernandez and Smith",Developed Markets,DM - Europe,Services & Communications,1,13.3747,12.0966,1.278,,,14.2776,48.5968,13.3747,,3.8899,0.0035,13.3747,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
"Oneal, Bell and Cox",Emerging Markets,EM - CEEMEA,Services & Communications,1,,,,-78.4872,30.23,184.7107,10.2988,8.0254,,10.2225,6.6222,10.7096,9,9,14,1,1,2,3,2,1,3,3,1,1,3,3,4,4
Davila-Castillo,Emerging Markets,EM - Americas,Natural Resources,0,11.0541,4.1445,6.9095,0.0,21.4613,33.5286,7.4819,3.8412,0.0,12.8592,14.0804,12.0862,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Campbell PLC,Emerging Markets,EM - Americas,Natural Resources,0,11.6515,4.8641,6.7874,0.0,17.2279,70.741,11.6849,6.1289,-0.4235,10.3928,6.9442,13.9979,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Hudson Group,Developed Markets,DM - Europe,Natural Resources,0,8.4358,7.994,0.4418,-0.5239,65.0575,0.0,12.6188,7.7157,-0.0615,6.3718,0.8917,9.1647,15,12,12,3,3,3,3,2,3,3,3,1,3,3,3,3,3
Good-Shaw,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,53.0466,0.0,814.2,35.4656,5.6138,0.0,5.5422,1.5808,6.751,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Solomon Inc,Developed Markets,DM - Europe,Utilities,0,8.4018,6.4843,1.9175,-95.297,14.515,68.0,3.2332,8.1579,0.7809,4.2107,0.721,9.2984,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Raymond Group,Developed Markets,DM - Europe,Real Estate & Construction,1,13.3747,12.0966,1.278,,,14.2776,48.5968,13.3747,,3.8899,0.0035,13.3747,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
Rodriguez Group,Developed Markets,DM - Europe,Utilities,1,13.3747,12.0966,1.278,,,14.2776,48.5968,13.3747,,3.8899,0.0035,13.3747,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Scott, Schultz and Mercado",Emerging Markets,EM - Americas,"Retail, Consumer & Healthcare",1,11.2511,7.0413,4.2098,,19.7928,37.884,0.1151,9.7748,2.6437,8.8294,5.338,13.9846,11,10,12,2,3,1,3,2,1,3,3,1,2,3,3,3,3
Salas Inc,Developed Markets,DM - Americas,Utilities,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,12.6955,0.0,7.113,1.0101,13.8327,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Oliver, Wright and Murray",Developed Markets,DM - Americas,Utilities,0,9.044,6.9737,2.0703,0.0,0.0,0.0,0.0,5.9817,0.0,5.3753,1.1487,7.1205,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Wallace-Price,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Adams-Simmons,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,90.3529,23.8579,128.1,10.4517,14.5144,0.0,6.5628,1.8851,15.6516,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Harper, Rodriguez and Rodriguez",Emerging Markets,EM - Americas,Natural Resources,1,14.3184,11.152,3.1665,-36.465,49.0387,65.2358,17.1462,11.6282,3.8099,12.392,3.8104,14.7946,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Norton PLC,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
"Lewis, Mckenzie and Figueroa",Developed Markets,DM - Europe,Industrials & Transportation,1,11.6833,11.5254,0.1579,43.4677,,0.7406,52.4048,7.1595,,2.1081,0.1707,7.3174,11,11,13,3,3,1,1,3,1,3,3,3,1,3,4,3,3
Murray-Mcdaniel,Developed Markets,DM - Americas,Generic,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
"Wong, Mendoza and Lewis",Developed Markets,DM - Asia,Utilities,0,11.0765,9.3122,1.7643,16.6667,74.9051,46.6156,50.5709,11.7632,-0.3059,7.0959,1.2791,12.7282,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
Harris and Sons,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,12.8596,0.0,217.339,33.1661,6.4868,0.3128,6.0512,0.7816,7.624,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
Lyons PLC,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Sanders, Smith and Soto",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,46.3415,0.0,683.0,27.0519,7.0801,0.2912,6.3326,1.6399,8.2189,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
"Johnson, Garza and French",Developed Markets,DM - Americas,Natural Resources,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,12.6955,0.0,7.113,1.0101,13.8327,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Whitehead, Edwards and Lewis",Developed Markets,DM - Americas,Services & Communications,0,9.5828,7.2626,2.3202,0.0,0.0,0.0,0.0,5.9633,0.0,5.276,1.1981,7.1005,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
"Harvey, White and Lucas",Developed Markets,DM - Americas,Natural Resources,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,12.6955,0.0,7.113,1.0101,13.8327,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Bates, Thompson and Romero",Developed Markets,DM - Americas,Services & Communications,0,9.7301,7.6055,2.1246,0.0,0.0,0.0,0.0,8.8808,0.0,7.9412,1.0045,10.018,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
Osborne Ltd,Developed Markets,DM - Americas,Natural Resources,1,10.7096,8.0254,2.6842,,57.1327,673.0,-3.2194,8.0254,,7.0746,3.6909,10.7096,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Simpson Ltd,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Rodriguez PLC,Emerging Markets,EM - Americas,Generic,0,11.6515,4.8641,6.7874,39.1592,22.1353,81.614,17.386,6.1289,0.8079,12.0335,8.5109,13.9979,16,14,12,3,4,2,3,4,2,3,3,3,3,3,3,3,3
Bridges-King,Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,44.9686,0.0,109.623,37.8844,7.2503,0.2541,6.3534,0.7616,8.3891,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
Salinas-Crawford,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-1104.5977,4.4192,37.061,-92.1985,11.058,0.0,2.4965,2.0195,12.1968,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Johnson-Aguilar,Developed Markets,DM - Europe,Natural Resources,1,9.3834,8.5611,0.8224,24.4681,38.2209,153.3698,12.8818,5.6378,,5.1237,0.8231,6.4602,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"James, Griffith and Brown",Developed Markets,DM - Americas,Natural Resources,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,9.9431,0.0,9.4295,1.5403,11.0803,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Parker, Adams and Buchanan",Developed Markets,DM - Americas,Utilities,1,10.7096,8.0254,2.6842,,57.1327,673.0,-3.2194,8.0254,,7.0746,3.6909,10.7096,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
French-Bass,Emerging Markets,EM - Americas,Natural Resources,1,11.6515,4.8641,6.7874,-82.3093,20.2571,852.8762,9.9819,1.801,,9.2311,9.7395,8.5884,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Clark, Meadows and Johnson",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,11.4064,0.0,0.3724,11.0635,0.0,8.5772,1.0287,12.2007,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
French and Sons,Developed Markets,DM - Europe,Industrials & Transportation,0,8.78,8.6622,0.1178,0.0,22.4789,331.3684,1.4128,8.5442,0.3451,3.9633,0.2909,8.8982,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
Jones-Key,Emerging Markets,EM - Asia,Natural Resources,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,11.9488,0.0,13.9125,5.5802,18.2448,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Brown, Davis and Lewis",Emerging Markets,EM - Asia,Natural Resources,1,14.111,10.801,3.31,,43.5391,,23.0074,11.3928,,6.3083,1.9691,14.111,15,13,14,3,3,3,3,3,3,1,3,3,3,3,4,3,4
"Weber, Mitchell and Mendez",Emerging Markets,EM - Asia,Natural Resources,1,14.111,10.801,3.31,,43.5391,,23.0074,11.3928,,6.3083,1.9691,14.111,15,13,14,3,3,3,3,3,3,1,3,3,3,3,4,3,4
Barrett-Davis,Developed Markets,DM - Europe,Natural Resources,0,11.5387,10.2369,1.3018,0.0,0.0,0.0,0.0,13.6636,0.0,9.4553,0.8582,14.4596,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Rodriguez LLC,Emerging Markets,EM - Asia,Natural Resources,1,,,,90.5548,28.8223,307.4378,8.1687,3.0054,-0.8786,3.995,1.2015,4.9229,15,13,13,3,3,3,3,3,3,1,3,3,3,3,4,3,3
Richardson-Ray,Emerging Markets,EM - Asia,Natural Resources,0,9.9702,2.9069,7.0634,-87.2549,0.0,94.76,0.0,4.3159,4.7538,11.6946,7.3528,11.9519,13,11,12,3,3,3,3,1,1,1,3,3,3,3,3,3,3
Romero-Silva,Developed Markets,DM - Americas,Services & Communications,1,10.7096,8.0254,2.6842,71.9407,50.99,,7.6492,3.6199,,5.1758,4.7144,6.3041,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Wong Inc,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,29.8175,185.0,-4.2279,12.3734,0.0,11.2977,1.6797,13.5139,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
Carpenter PLC,Developed Markets,DM - Americas,Natural Resources,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,7.1535,0.0,8.0284,1.3982,8.2907,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
"Gill, Reed and Dickson",Developed Markets,DM - Americas,Natural Resources,1,10.7096,8.0254,2.6842,71.9407,50.99,,7.6492,3.6199,,5.1758,4.7144,6.3041,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
Ward Ltd,Developed Markets,DM - Americas,Generic,1,8.4018,6.4843,1.9175,15.1645,,1044.0,4.9205,11.7744,,3.7056,3.4624,13.6919,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Fox-Blair,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,0.0,11.4064,0.0,0.3724,11.0635,0.0,8.5772,1.0287,12.2007,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
Thompson-Montoya,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,61.635,224.2,20.2209,8.8808,0.0,5.9652,1.2609,10.018,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
"Ortiz, Flores and Ford",Developed Markets,DM - Asia,Natural Resources,1,14.111,,,88.8112,28.4908,48.8701,25.693,8.6291,-0.0241,5.896,2.8385,11.3472,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3
"Kelley, Farrell and Robinson",Emerging Markets,EM - Americas,Real Estate & Construction,1,11.6581,6.0162,5.6419,41.6757,40.2342,48.524,23.9981,7.9518,,8.1769,5.0568,13.5937,9,12,13,1,1,1,3,3,1,3,3,2,3,3,4,3,3
"Andrews, Cox and Roberts",Developed Markets,DM - Europe,Industrials & Transportation,1,13.2177,11.6446,1.5731,-2.71,39.1123,668.7535,15.6645,9.8163,0.2991,8.2512,1.5864,11.3894,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
"Sloan, Maxwell and Watson",Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,4.902,32.3925,43.2,10.0322,10.5039,1.3207,6.3271,1.1242,11.6411,11,11,12,2,2,2,3,2,1,3,3,1,3,3,3,3,3
Rodriguez-Frazier,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,43.5841,43.4029,36.237,17.2791,8.3223,0.5276,8.243,1.2227,9.4595,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
"Bruce, Harris and Hernandez",Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",1,8.4018,6.4843,1.9175,-2.5271,8.6548,425.0,5.9045,5.6335,-0.0868,5.7458,2.718,7.5509,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
Castillo-Thompson,Developed Markets,DM - Americas,Real Estate & Construction,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,9,9,13,1,1,1,3,3,1,2,2,1,3,3,3,4,3
Robinson-George,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,19.55,260.0,3.346,15.2827,0.0,11.7801,1.6748,16.4199,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
Sellers-Lee,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,61.635,224.2,20.2209,8.8808,0.0,5.9652,1.2609,10.018,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Luna, Phillips and Cox",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,53.0466,0.0,814.2,35.4656,5.6138,0.0,5.5422,1.5808,6.751,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
Anderson LLC,Developed Markets,DM - Europe,Utilities,0,8.78,8.6622,0.1178,0.0,22.4789,331.3684,1.4128,8.5442,0.3451,3.9633,0.2909,8.8982,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Howard-Blake,Developed Markets,DM - Asia,Utilities,1,14.111,,,88.8112,28.4908,48.8701,25.693,8.6291,-0.0241,5.896,2.8385,11.3472,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Cross, Johnson and Perez",Emerging Markets,EM - CEEMEA,Real Estate & Construction,1,12.7281,0.0,0.0,-30.0244,4.3126,261.8701,-7.9883,6.1538,,13.6129,7.8781,14.7194,11,9,13,2,2,2,3,2,1,2,3,2,1,4,3,3,3
Johnson-Lynn,Developed Markets,DM - Europe,Utilities,1,12.3352,10.9847,1.3505,,96.3209,70.0508,52.5516,10.9847,,5.8312,0.8121,12.3352,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Garcia Inc,Emerging Markets,EM - Americas,Utilities,1,11.6515,4.8641,6.7874,116.6667,14.4916,,5.4049,4.0402,0.2112,8.5657,6.2072,10.8276,9,14,13,1,2,1,2,3,3,3,3,2,3,3,4,3,3
Valentine PLC,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,35.4249,609.0,15.8062,8.8792,0.0,3.1104,1.5754,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Jensen LLC,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Walker, Rojas and Atkinson",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,-74.031,36.0302,389.0,9.3777,7.822,0.4845,7.4166,1.1115,8.9608,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
"King, Kane and Prince",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,54.7801,0.0,249.944,59.6051,9.2645,0.459,5.4959,1.7737,10.4017,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Sanders, Johnson and Lee",Developed Markets,DM - Americas,Natural Resources,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,15,13,13,3,3,3,3,3,3,1,3,3,3,3,3,4,3
Riggs-Campbell,Emerging Markets,EM - Americas,Utilities,1,11.2511,7.0413,4.2098,72.2222,34.9605,16.8074,19.4245,1.9137,0.9195,5.4102,4.2475,6.1235,10,14,13,2,2,1,2,3,3,3,3,2,3,3,4,3,3
English LLC,Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,13.5593,18.1731,121.0,-1.4857,8.5009,4.913,7.9433,2.9051,10.4184,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Taylor-Dunn,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Roy, Weeks and Obrien",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Smith-Franklin,Developed Markets,DM - Americas,Services & Communications,1,8.4018,6.4843,1.9175,-155.5556,89.7547,205.709,-7.1796,7.0196,,4.4867,3.1313,8.9371,9,10,14,1,3,1,1,3,1,3,3,1,2,3,3,4,4
"Nelson, Perez and Johnson",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-23.6111,0.0,206.261,-11.0901,8.4074,0.0,2.3973,1.1811,9.5446,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Young Group,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,-14.741,39.8308,0.0,28.2825,4.3781,0.2813,12.2702,9.2735,12.9437,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Stone Group,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Jackson-Garcia,Developed Markets,DM - Europe,Natural Resources,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Jones PLC,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,20.21,19.5748,21.375,7.4827,8.6896,2.235,6.351,1.4503,9.8268,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Bishop, Harris and Johnson",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-18.3746,19.3723,782.0,3.9938,9.759,0.2605,4.3433,1.1322,10.8962,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Carroll-Gates,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Rodriguez, Walls and Gordon",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-26.8852,38.9789,67.0,9.2589,9.9915,0.3149,9.6473,1.4382,11.1287,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Hart, Dyer and Anderson",Developed Markets,DM - Europe,Utilities,1,12.3352,10.9847,1.3505,,96.3209,70.0508,52.5516,10.9847,,5.8312,0.8121,12.3352,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Ramirez, Mcclain and Saunders",Emerging Markets,EM - Americas,Utilities,1,15.3874,6.1526,9.2348,-29.6339,19.9869,574.0386,14.3187,3.1571,0.3462,11.3588,10.3104,12.3919,9,14,14,1,2,1,2,3,3,3,3,2,3,3,4,3,4
Baker-Miller,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,123.6123,45.0986,53.4535,20.8165,3.768,0.2244,11.1003,8.3373,12.3336,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Hawkins, Cooper and Luna",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Patterson-Payne,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Larson Group,Developed Markets,DM - Americas,Natural Resources,1,10.3027,7.1592,3.1435,,18.2798,103.297,4.7682,6.9124,,3.6889,3.1394,10.0559,15,13,13,3,3,3,3,3,4,1,3,2,3,3,3,3,4
"Carney, Aguilar and Carpenter",Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Sloan, Allen and Scott",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,-24.8988,22.4721,0.0,10.9916,9.6183,1.9435,7.7593,1.0999,10.7588,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
"Joyce, Porter and Hill",Developed Markets,DM - Americas,Utilities,1,10.3027,7.1592,3.1435,,18.2798,103.297,4.7682,6.9124,,3.6889,3.1394,10.0559,10,14,13,2,2,1,2,3,3,3,3,2,3,3,3,3,4
Ballard PLC,Developed Markets,DM - Europe,Utilities,1,9.9779,10.1634,-0.1855,1638.3721,,288.8279,-7.9162,7.9211,2.5848,5.7294,-0.1535,7.7357,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Farmer, Pacheco and Figueroa",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Horton, Torres and Chapman",Developed Markets,DM - Europe,Utilities,0,9.3834,8.5611,0.8224,-42.4131,18.203,449.0283,9.7921,15.5976,1.3291,10.1322,0.732,16.3936,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Mayer Group,Developed Markets,DM - Europe,Natural Resources,0,10.6947,10.2269,0.4678,-4.7235,0.0,136.9996,46.518,10.2161,0.0034,6.6091,0.7161,11.4371,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Moran, Garcia and Galvan",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,12,11,12,2,3,3,3,1,1,3,3,1,3,3,3,3,3
"Perry, Robinson and Campbell",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
"Riley, Brown and Walker",Developed Markets,DM - Europe,Natural Resources,1,13.2177,11.6446,1.5731,-2.71,39.1123,668.7535,15.6645,9.8163,0.2991,8.2512,1.5864,11.3894,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Green-Taylor,Developed Markets,DM - Americas,"Food, Beverage & Tobacco",1,8.4018,6.4843,1.9175,1.8779,64.7383,147.9,22.5981,3.7427,-0.0909,4.7848,2.4618,5.6601,13,11,12,2,2,3,3,3,1,3,3,1,3,3,3,3,3
Schroeder-Hahn,Developed Markets,DM - Americas,Natural Resources,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,16,13,13,3,3,3,3,2,3,3,3,2,4,3,3,4,3
"Simmons, Banks and Jones",Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,8.4018,6.4843,1.9175,54.7801,0.0,249.944,59.6051,9.2645,0.459,5.4959,1.7737,10.4017,13,11,12,2,2,3,3,3,1,3,3,1,3,3,3,3,3
"Cook, Gutierrez and Williams",Emerging Markets,EM - Americas,Industrials & Transportation,0,11.0541,4.1445,6.9095,52.3638,40.4621,31.1406,20.0695,1.7999,-0.431,9.6536,9.0632,10.0449,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
"Horton, Diaz and Ball",Developed Markets,DM - Europe,Services & Communications,0,10.0024,10.0547,-0.0522,-7.2055,45.5521,193.6714,8.439,11.9022,0.9244,10.619,0.6787,11.9992,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
"Sexton, Austin and Waller",Developed Markets,DM - Europe,Services & Communications,0,10.0024,10.0547,-0.0522,37.6316,42.7663,85.0811,9.0664,10.8164,0.4551,9.7927,0.6228,10.9134,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
Francis-Johnson,Developed Markets,DM - Americas,Natural Resources,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,15,12,13,3,3,3,3,3,3,1,3,2,3,3,3,4,3
